Name,X,Y,observation_mode
14,-26.431297302246094,-20.63472557067871,queue
14,-25.325773239135742,-19.616405487060547,queue
14,-24.071199417114258,-18.295753479003906,merge
14,-22.742090225219727,-16.667688369750977,merge
14,-21.412988662719727,-14.72712230682373,merge
14,-20.15841293334961,-12.468974113464355,merge
14,-19.052894592285156,-9.888153076171875,drive
14,-18.17096519470215,-6.979581356048584,drive
14,-17.5871524810791,-3.738168716430664,drive
14,-17.37598991394043,-0.15883615612983704,drive
14,-17.07940101623535,3.3365283012390137,drive
14,-16.2533016204834,6.3457818031311035,drive
14,-14.993175506591797,8.903648376464844,drive
14,-13.394508361816406,11.044849395751953,drive
14,-11.552789688110352,12.804105758666992,drive
14,-9.563499450683594,14.216142654418945,drive
14,-7.52212381362915,15.315675735473633,drive
14,-5.5241522789001465,16.137432098388672,drive
14,-3.6650679111480713,16.716135025024414,drive
14,-2.040360450744629,17.086505889892578,drive
14,-0.7455134391784668,17.28326416015625,drive
14,0.12398353964090347,17.34113311767578,drive
14,0.9934861660003662,17.283262252807617,drive
14,2.2883334159851074,17.086503982543945,drive
14,3.9130406379699707,16.71613311767578,drive
14,5.772123336791992,16.137432098388672,drive
14,7.770095348358154,15.315673828125,drive
14,9.811466217041016,14.216140747070312,drive
14,11.800758361816406,12.80410385131836,drive
14,13.642477035522461,11.044849395751953,drive
14,15.241144180297852,8.903648376464844,drive
14,16.50126838684082,6.345780372619629,drive
14,17.32736587524414,3.3365273475646973,drive
14,17.623950958251953,-0.15883615612983704,drive
14,17.835115432739258,-3.7381725311279297,lane_change_left
14,18.418928146362305,-6.979583740234375,lane_change_left
14,19.300857543945312,-9.888155937194824,drive
14,20.406373977661133,-12.468976974487305,drive
14,21.660947799682617,-14.72712516784668,drive
14,22.990055084228516,-16.66769027709961,lane_change_left
14,24.319156646728516,-18.295757293701172,lane_change_left
14,25.573732376098633,-19.61640739440918,lane_change_left
14,26.679248809814453,-20.634727478027344,lane_change_left
14,27.561176300048828,-21.355804443359375,lane_change_left
14,28.144987106323242,-21.784725189208984,lane_change_left
14,28.35615348815918,-21.926563262939453,lane_change_left
23,-18.10820960998535,31.608884811401367,queue
23,-17.97420310974121,31.426536560058594,queue
23,-17.574878692626953,30.92238998413086,queue
23,-16.914262771606445,30.160804748535156,queue
23,-15.996393203735352,29.206134796142578,queue
23,-14.825298309326172,28.12275505065918,merge
23,-13.405008316040039,26.97500991821289,merge
23,-11.7395601272583,25.827268600463867,merge
23,-9.832983016967773,24.74388885498047,merge
23,-7.689306735992432,23.789222717285156,drive
23,-5.312567234039307,23.027637481689453,drive
23,-2.7067885398864746,22.52349090576172,drive
23,0.12398353964090347,22.34113311767578,drive
23,2.583414077758789,22.523483276367188,drive
23,4.9467387199401855,23.027631759643555,drive
23,7.19151496887207,23.78921890258789,drive
23,9.295295715332031,24.743885040283203,drive
23,11.235633850097656,25.82726287841797,drive
23,12.990086555480957,26.975004196166992,drive
23,14.536206245422363,28.12274742126465,drive
23,15.851545333862305,29.206127166748047,drive
23,16.91366195678711,30.160795211791992,drive
23,17.700105667114258,30.922378540039062,drive
23,18.188432693481445,31.426528930664062,drive
23,18.3561954498291,31.608877182006836,drive
24,-18.10820960998535,31.608884811401367,queue
24,-17.97420310974121,31.426536560058594,queue
24,-17.574878692626953,30.92238998413086,queue
24,-16.914262771606445,30.160804748535156,queue
24,-15.996393203735352,29.206134796142578,queue
24,-14.825298309326172,28.12275505065918,merge
24,-13.405008316040039,26.97500991821289,merge
24,-11.7395601272583,25.827268600463867,merge
24,-9.832983016967773,24.74388885498047,merge
24,-7.689306735992432,23.789222717285156,drive
24,-5.312567234039307,23.027637481689453,drive
24,-2.7067885398864746,22.523487091064453,drive
24,0.12398353964090347,22.34113311767578,drive
24,5.293246269226074,21.898426055908203,drive
24,9.60313606262207,20.674468994140625,drive
24,13.13177490234375,18.82551383972168,drive
24,15.957290649414062,16.50780487060547,drive
24,18.157806396484375,13.877601623535156,drive
24,19.811447143554688,11.091147422790527,drive
24,20.996339797973633,8.304691314697266,drive
24,21.79060935974121,5.6744866371154785,drive
24,22.27237892150879,3.356782913208008,drive
24,22.519773483276367,1.507827877998352,drive
24,22.610918045043945,0.28387176990509033,drive
24,22.62394142150879,-0.15883615612983704,drive
24,22.73672866821289,-3.212998390197754,drive
24,23.048551559448242,-6.111527919769287,drive
24,23.51960563659668,-8.83346939086914,drive
24,24.11008071899414,-11.35786247253418,drive
24,24.780170440673828,-13.66375732421875,drive
24,25.49006462097168,-15.730189323425293,drive
24,26.199960708618164,-17.53620719909668,drive
24,26.87005043029785,-19.060850143432617,drive
24,27.460519790649414,-20.283164978027344,drive
24,27.93157386779785,-21.182193756103516,drive
24,28.24339485168457,-21.736980438232422,drive
24,28.356176376342773,-21.926563262939453,drive
21,-21.643739700317383,28.07335662841797,queue
21,-21.50189781188965,27.86219024658203,queue
21,-21.072978973388672,27.27837371826172,queue
21,-20.35190200805664,26.396446228027344,queue
21,-19.33357810974121,25.29092788696289,queue
21,-18.012928009033203,24.036352157592773,merge
21,-16.384864807128906,22.70724868774414,merge
21,-14.444299697875977,21.378141403198242,merge
21,-12.186149597167969,20.123565673828125,merge
21,-9.605332374572754,19.018049240112305,drive
21,-6.696761131286621,18.136119842529297,drive
21,-3.455348491668701,17.55230712890625,drive
21,0.12398353964090347,17.341142654418945,drive
21,3.6193487644195557,17.0445556640625,drive
21,6.628601551055908,16.218456268310547,drive
21,9.186468124389648,14.958331108093262,drive
21,11.327668190002441,13.359663009643555,drive
21,13.086926460266113,11.517940521240234,drive
21,14.498960494995117,9.528650283813477,drive
21,15.59849739074707,7.487276554107666,drive
21,16.420257568359375,5.489304065704346,drive
21,16.998960494995117,3.6302218437194824,drive
21,17.36933135986328,2.005514144897461,drive
21,17.566091537475586,0.7106664180755615,drive
21,17.62395668029785,-0.15883615612983704,drive
21,17.566085815429688,-1.028336524963379,drive
21,17.369325637817383,-2.323183536529541,drive
21,16.99895668029785,-3.9478907585144043,drive
21,16.420255661010742,-5.806972503662109,drive
21,15.598495483398438,-7.804942607879639,drive
21,14.498958587646484,-9.846315383911133,drive
21,13.086923599243164,-11.835603713989258,drive
21,11.327667236328125,-13.677325248718262,drive
21,9.186466217041016,-15.275991439819336,drive
21,6.628601551055908,-16.536113739013672,drive
21,3.6193459033966064,-17.36220932006836,drive
21,0.12398353964090347,-17.658798217773438,drive
21,-3.4553513526916504,-17.869964599609375,lane_change_left
21,-6.696763515472412,-18.453777313232422,lane_change_left
21,-9.605335235595703,-19.33570671081543,drive
21,-12.18615436553955,-20.44122314453125,drive
21,-14.44430923461914,-21.695798873901367,drive
21,-16.384870529174805,-23.02490234375,drive
21,-18.012937545776367,-24.35401153564453,drive
21,-19.333587646484375,-25.608585357666016,drive
21,-20.351909637451172,-26.714101791381836,drive
21,-21.07298469543457,-27.59603500366211,drive
21,-21.501901626586914,-28.179845809936523,drive
21,-21.64374542236328,-28.391010284423828,drive
21Alt,17.62396240234375,-0.15883615612983704,None
21Alt,17.470605850219727,-3.752579689025879,None
21Alt,17.022111892700195,-7.033824443817139,None
21Alt,16.295839309692383,-10.002569198608398,None
21Alt,15.309151649475098,-12.658812522888184,None
21Alt,14.079408645629883,-15.002559661865234,None
21Alt,12.623971939086914,-17.03380584716797,None
21Alt,10.960201263427734,-18.752553939819336,None
21Alt,9.105459213256836,-20.15880012512207,None
21Alt,7.077108860015869,-21.252548217773438,None
21Alt,4.892507076263428,-22.033796310424805,None
21Alt,2.5690150260925293,-22.502546310424805,None
21Alt,0.12400047481060028,-22.658796310424805,None
21Alt,-2.3354272842407227,-22.841148376464844,None
21Alt,-4.6987528800964355,-23.34529685974121,None
21Alt,-6.943524360656738,-24.106884002685547,None
21Alt,-9.047306060791016,-25.06155014038086,None
21Alt,-10.98764419555664,-26.14493179321289,None
21Alt,-12.742095947265625,-27.292675018310547,None
21Alt,-14.288213729858398,-28.440412521362305,None
21Alt,-15.603554725646973,-29.523794174194336,None
21Alt,-16.66567039489746,-30.47846031188965,None
21Alt,-17.452112197875977,-31.240047454833984,None
21Alt,-17.940439224243164,-31.744192123413086,None
21Alt,-18.108203887939453,-31.926544189453125,None
34,31.891698837280273,18.07335662841797,queue
34,31.709348678588867,17.93935203552246,queue
34,31.205202102661133,17.540027618408203,queue
34,30.44361686706543,16.879413604736328,queue
34,29.488954544067383,15.961545944213867,queue
34,28.405567169189453,14.790450096130371,merge
34,27.257829666137695,13.370161056518555,merge
34,26.110088348388672,11.704710960388184,merge
34,25.026704788208008,9.79813003540039,merge
34,24.072038650512695,7.654453754425049,drive
34,23.310453414916992,5.277709484100342,drive
34,22.806306838989258,2.6719322204589844,drive
34,22.623950958251953,-0.15884743630886078,drive
34,22.736738204956055,-3.0591907501220703,drive
34,23.04855728149414,-5.857293605804443,drive
34,23.519609451293945,-8.524571418762207,drive
34,24.11008071899414,-11.032438278198242,drive
34,24.780168533325195,-13.352313041687012,drive
34,25.490060806274414,-15.455608367919922,drive
34,26.199953079223633,-17.313745498657227,drive
34,26.870037078857422,-18.898136138916016,drive
34,27.460506439208984,-20.180198669433594,drive
34,27.931560516357422,-21.131345748901367,drive
34,28.243383407592773,-21.72299575805664,drive
34,28.356164932250977,-21.92656707763672,drive
32,28.356164932250977,21.608884811401367,queue
32,28.145002365112305,21.467041015625,queue
32,27.56119155883789,21.038124084472656,queue
32,26.679262161254883,20.317047119140625,queue
32,25.57374382019043,19.298728942871094,queue
32,24.319171905517578,17.978076934814453,merge
32,22.990068435668945,16.35000991821289,merge
32,21.660961151123047,14.409444808959961,merge
32,20.40638542175293,12.151296615600586,merge
32,19.300870895385742,9.570476531982422,drive
32,18.4189395904541,6.661900997161865,drive
32,17.83513069152832,3.4204883575439453,drive
32,17.62396240234375,-0.15884743630886078,drive
32,17.327375411987305,-3.654210090637207,drive
32,16.50127601623535,-6.663463592529297,drive
32,15.241150856018066,-9.221328735351562,drive
32,13.64248275756836,-11.362525939941406,drive
32,11.800762176513672,-13.121782302856445,drive
32,9.811469078063965,-14.533817291259766,drive
32,7.770096302032471,-15.633350372314453,drive
32,5.772123336791992,-16.455108642578125,drive
32,3.9130406379699707,-17.033809661865234,drive
32,2.288331985473633,-17.4041805267334,drive
32,0.9934861660003662,-17.60093879699707,drive
32,0.12398353964090347,-17.658809661865234,drive
32,-0.745516300201416,-17.600936889648438,drive
32,-2.040363311767578,-17.404178619384766,drive
32,-3.6650679111480713,-17.033809661865234,drive
32,-5.5241522789001465,-16.455106735229492,drive
32,-7.52212381362915,-15.63334846496582,drive
32,-9.563495635986328,-14.5338134765625,drive
32,-11.55278491973877,-13.12177848815918,drive
32,-13.394502639770508,-11.362521171569824,drive
32,-14.993167877197266,-9.221323013305664,drive
32,-16.2532901763916,-6.663457870483398,drive
32,-17.079389572143555,-3.654202938079834,drive
32,-17.375972747802734,-0.1588417887687683,drive
32,-17.58713722229004,3.420494556427002,lane_change_left
32,-18.17095184326172,6.6619062423706055,lane_change_left
32,-19.052879333496094,9.57048225402832,drive
32,-20.15839958190918,12.151300430297852,drive
32,-21.41297721862793,14.409448623657227,drive
32,-22.742074966430664,16.350013732910156,lane_change_left
32,-24.07118797302246,17.97808074951172,lane_change_left
32,-25.325761795043945,19.298728942871094,lane_change_left
32,-26.43128204345703,20.317049026489258,lane_change_left
32,-27.313207626342773,21.03812599182129,lane_change_left
32,-27.897024154663086,21.467041015625,lane_change_left
32,-28.108184814453125,21.608884811401367,lane_change_left
31,31.891698837280273,18.07335662841797,queue
31,31.709348678588867,17.93935203552246,queue
31,31.205202102661133,17.540027618408203,queue
31,30.44361686706543,16.879413604736328,queue
31,29.488954544067383,15.961545944213867,queue
31,28.405567169189453,14.790450096130371,merge
31,27.257829666137695,13.370161056518555,merge
31,26.110088348388672,11.704710960388184,merge
31,25.026704788208008,9.79813003540039,merge
31,24.072038650512695,7.654453754425049,drive
31,23.310453414916992,5.277709484100342,drive
31,22.806306838989258,2.6719322204589844,drive
31,22.623950958251953,-0.15884743630886078,drive
31,22.181241989135742,-5.328108310699463,drive
31,20.957286834716797,-9.637994766235352,drive
31,19.10833168029785,-13.166631698608398,drive
31,16.790624618530273,-15.992147445678711,drive
31,14.160420417785645,-18.192665100097656,drive
31,11.373967170715332,-19.846309661865234,drive
31,8.58751106262207,-21.03120231628418,drive
31,5.957309246063232,-21.825469970703125,drive
31,3.6396021842956543,-22.307241439819336,drive
31,1.790644884109497,-22.55463409423828,drive
31,0.5666881203651428,-22.645780563354492,drive
31,0.12398353964090347,-22.658802032470703,drive
31,-2.335444211959839,-22.841156005859375,drive
31,-4.698767185211182,-23.34530258178711,drive
31,-6.943541049957275,-24.106891632080078,drive
31,-9.047319412231445,-25.061553955078125,drive
31,-10.98766040802002,-26.144933700561523,drive
31,-12.742112159729004,-27.29267692565918,drive
31,-14.288228034973145,-28.440414428710938,drive
31,-15.603570938110352,-29.52379608154297,drive
31,-16.665687561035156,-30.47846031188965,drive
31,-17.452129364013672,-31.240047454833984,drive
31,-17.94045639038086,-31.744192123413086,drive
31,-18.10822105407715,-31.926544189453125,drive
41,18.3561954498291,-31.926549911499023,queue
41,18.222192764282227,-31.744199752807617,queue
41,17.822866439819336,-31.240055084228516,queue
41,17.162254333496094,-30.47846794128418,queue
41,16.244382858276367,-29.523801803588867,queue
41,15.073287963867188,-28.44042205810547,merge
41,13.653000831604004,-27.292682647705078,merge
41,11.987552642822266,-26.144939422607422,merge
41,10.080972671508789,-25.061559677124023,merge
41,7.937295913696289,-24.10689353942871,drive
41,5.5605549812316895,-23.345304489135742,drive
41,2.954779624938965,-22.84115982055664,drive
41,0.12400047481060028,-22.658802032470703,drive
41,-2.3354272842407227,-22.841156005859375,drive
41,-4.698755741119385,-23.34530258178711,drive
41,-6.9435296058654785,-24.106891632080078,drive
41,-9.047307968139648,-25.06155776977539,drive
41,-10.987649917602539,-26.144939422607422,drive
41,-12.742104530334473,-27.292682647705078,drive
41,-14.28822135925293,-28.440427780151367,drive
41,-15.603565216064453,-29.5238094329834,drive
41,-16.665678024291992,-30.47847557067871,drive
41,-17.452119827270508,-31.24006462097168,drive
41,-17.94045066833496,-31.744213104248047,drive
41,-18.108213424682617,-31.926563262939453,drive
42,18.3561954498291,-31.926549911499023,queue
42,18.222192764282227,-31.744199752807617,queue
42,17.822866439819336,-31.240055084228516,queue
42,17.162254333496094,-30.47846794128418,queue
42,16.244382858276367,-29.523801803588867,queue
42,15.073287963867188,-28.44042205810547,merge
42,13.653000831604004,-27.292682647705078,merge
42,11.987552642822266,-26.144939422607422,merge
42,10.080972671508789,-25.061559677124023,merge
42,7.937295913696289,-24.10689353942871,drive
42,5.5605549812316895,-23.345304489135742,drive
42,2.954779624938965,-22.84115982055664,drive
42,0.12400047481060028,-22.658802032470703,drive
42,-5.045259475708008,-22.216094970703125,drive
42,-9.355151176452637,-20.992137908935547,drive
42,-12.8837890625,-19.143184661865234,drive
42,-15.709309577941895,-16.82547950744629,drive
42,-17.909826278686523,-14.195274353027344,drive
42,-19.563467025756836,-11.408821105957031,drive
42,-20.748361587524414,-8.622367858886719,drive
42,-21.542634963989258,-5.992162704467773,drive
42,-22.024404525756836,-3.6744580268859863,drive
42,-22.27179718017578,-1.8255025148391724,drive
42,-22.362945556640625,-0.6015459299087524,drive
42,-22.37596321105957,-0.1588417887687683,drive
42,-22.488752365112305,2.8953208923339844,drive
42,-22.800575256347656,5.79385232925415,drive
42,-23.27162742614746,8.515791893005371,drive
42,-23.862098693847656,11.040186882019043,drive
42,-24.532182693481445,13.346078872680664,drive
42,-25.242082595825195,15.41250991821289,drive
42,-25.951974868774414,17.218528747558594,drive
42,-26.622068405151367,18.7431697845459,drive
42,-27.212533950805664,19.965484619140625,drive
42,-27.683591842651367,20.864511489868164,drive
42,-27.99540901184082,21.419294357299805,drive
42,-28.108198165893555,21.608884811401367,drive
43,21.891721725463867,-28.39102554321289,queue
43,21.749879837036133,-28.179861068725586,queue
43,21.32096290588379,-27.596046447753906,queue
43,20.59988784790039,-26.714115142822266,queue
43,19.581565856933594,-25.608596801757812,queue
43,18.260913848876953,-24.354022979736328,merge
43,16.632850646972656,-23.024913787841797,merge
43,14.692285537719727,-21.69580841064453,merge
43,12.434137344360352,-20.44123077392578,merge
43,9.85331916809082,-19.335712432861328,drive
43,6.944746494293213,-18.45378303527832,drive
43,3.703334093093872,-17.869970321655273,drive
43,0.12400047481060028,-17.658809661865234,drive
43,-3.3713648319244385,-17.362224578857422,drive
43,-6.380619525909424,-16.53612518310547,drive
43,-8.938484191894531,-15.2760009765625,drive
43,-11.079687118530273,-13.677336692810059,drive
43,-12.838943481445312,-11.835615158081055,drive
43,-14.250978469848633,-9.846324920654297,drive
43,-15.350513458251953,-7.804950714111328,drive
43,-16.172271728515625,-5.806979656219482,drive
43,-16.750974655151367,-3.9478960037231445,drive
43,-17.1213436126709,-2.3231873512268066,drive
43,-17.318099975585938,-1.0283385515213013,drive
43,-17.375972747802734,-0.1588417887687683,drive
43,-17.318099975585938,0.7106598615646362,drive
43,-17.121339797973633,2.005507469177246,drive
43,-16.750972747802734,3.6302151679992676,drive
43,-16.172269821166992,5.489296913146973,drive
43,-15.350513458251953,7.487269401550293,drive
43,-14.250974655151367,9.528641700744629,drive
43,-12.838943481445312,11.517931938171387,drive
43,-11.079683303833008,13.359652519226074,drive
43,-8.938484191894531,14.958319664001465,drive
43,-6.380619525909424,16.21844482421875,drive
43,-3.3713619709014893,17.04454231262207,drive
43,0.12400047481060028,17.341123580932617,drive
43,3.7033352851867676,17.552288055419922,lane_change_left
43,6.944746494293213,18.13610076904297,lane_change_left
43,9.85331916809082,19.01803207397461,drive
43,12.434136390686035,20.123546600341797,drive
43,14.69228458404541,21.378124237060547,drive
43,16.632848739624023,22.707229614257812,drive
43,18.260913848876953,24.03633689880371,drive
43,19.581565856933594,25.290908813476562,drive
43,20.59988784790039,26.396427154541016,drive
43,21.32096290588379,27.278356552124023,drive
43,21.749879837036133,27.862171173095703,drive
43,21.891721725463867,28.073333740234375,drive
43Alt,-17.375978469848633,-0.1588417887687683,None
43Alt,-17.222620010375977,3.4349026679992676,None
43Alt,-16.774127960205078,6.716145038604736,None
43Alt,-16.047853469848633,9.684891700744629,None
43Alt,-15.061168670654297,12.341136932373047,None
43Alt,-13.831422805786133,14.684885025024414,None
43Alt,-12.375988006591797,16.71612548828125,None
43Alt,-10.712215423583984,18.434873580932617,None
43Alt,-8.85747241973877,19.84111976623535,None
43Alt,-6.8291192054748535,20.93486785888672,None
43Alt,-4.644515514373779,21.716115951538086,None
43Alt,-2.3210225105285645,22.184864044189453,None
43Alt,0.12400047481060028,22.34111785888672,None
43Alt,2.5834269523620605,22.52347183227539,None
43Alt,4.94674825668335,23.02762222290039,None
43Alt,7.191522121429443,23.78920555114746,None
43Alt,9.295299530029297,24.743871688842773,None
43Alt,11.235635757446289,25.827253341674805,None
43Alt,12.990086555480957,26.97499656677246,None
43Alt,14.536205291748047,28.12273406982422,None
43Alt,15.851543426513672,29.20611572265625,None
43Alt,16.913658142089844,30.160785675048828,None
43Alt,17.700101852416992,30.9223690032959,None
43Alt,18.18842887878418,31.4265193939209,None
43Alt,18.356191635131836,31.608869552612305,None
